SSC_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
SSC80001,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC80002,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11
SSC80003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC80004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC80005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC80006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC80007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC80008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SSC80009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SSC80010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC80011,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,12
SSC80012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC80013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SSC80014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3
SSC80015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC80016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC80017,0,22,7,0,0,8,35,0,61,0,0,0,3,63,0,110,0,6,0,0,122,3,51,3,3,0,0,54,0,10,6,5,0,0,20,0,19,5,14,0,0,43,7,5,13,10,4,0,39,26,20,28,0,0,0,71,80,4,40,0,0,0,120,31,3,20,0,0,0,49,20,0,0,0,3,0,25,15,0,4,0,0,0,21,3,0,3,0,0,0,4,7,0,3,0,0,0,8,0,22,3,3,0,0,33,190,323,136,44,8,14,716
SSC80018,0,0,4,0,3,0,8,0,9,0,0,0,0,9,0,18,0,0,0,0,16,0,9,4,0,0,0,11,0,4,3,0,3,0,14,0,8,0,0,47,0,53,0,3,7,0,16,0,27,68,3,19,0,7,0,96,103,0,32,0,4,0,144,30,0,3,0,3,0,36,8,0,0,0,0,0,8,0,0,0,0,0,0,3,4,0,0,0,0,0,4,3,0,0,0,0,0,3,3,5,0,0,0,0,10,215,51,84,3,85,3,443
SSC80019,0,0,5,0,0,6,12,0,0,0,0,0,0,4,0,8,0,0,0,0,6,0,0,3,0,0,0,3,3,0,3,0,0,0,3,0,0,0,0,0,0,3,7,3,9,0,0,0,17,18,0,15,0,0,0,29,22,0,17,0,0,0,35,5,0,5,0,0,0,9,11,0,4,0,0,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,16,65,0,3,6,157
SSC80020,0,3,6,0,0,0,11,0,10,0,0,0,0,5,0,20,0,0,0,0,20,0,12,3,0,0,0,15,3,4,3,0,0,0,9,0,8,0,0,5,0,14,10,8,10,0,6,0,33,106,9,38,0,3,0,155,33,3,12,0,0,0,44,3,0,3,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,11,162,67,77,4,16,0,337
SSC80021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,5,0,3,0,7,102,0,21,0,0,0,120,77,0,19,0,0,0,98,64,0,14,0,0,0,72,25,0,3,0,0,0,34,5,0,0,0,0,0,5,3,0,3,0,0,0,7,4,0,0,0,0,0,6,5,0,0,0,0,3,11,290,0,62,0,7,3,361
SSC80022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC80023,3,26,7,0,0,5,43,0,31,0,0,0,0,36,3,74,3,3,0,0,83,11,41,11,8,0,0,70,8,16,14,0,5,0,40,4,4,4,0,5,0,18,342,11,74,0,7,0,437,641,6,156,0,12,4,819,130,0,53,0,3,0,188,47,0,24,0,0,0,77,4,0,5,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,11,13,6,0,0,7,47,1217,223,364,15,38,19,1873
SSC80024,0,0,5,0,0,0,6,0,3,0,0,0,0,3,0,16,0,0,0,0,18,3,7,0,0,0,0,11,0,0,3,0,0,0,11,6,3,0,0,7,0,18,32,10,6,26,7,0,72,115,7,43,3,10,0,176,115,0,35,0,5,0,163,48,0,16,0,3,0,70,4,0,3,0,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,11,327,43,126,27,37,3,569
SSC80025,0,4,5,0,0,0,11,0,15,0,0,0,0,15,0,32,0,0,0,0,32,0,15,0,0,0,0,18,0,9,0,0,0,0,13,3,10,4,0,3,0,22,5,7,6,0,11,0,34,106,6,54,0,5,0,176,66,0,37,0,3,0,109,9,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,196,103,118,3,25,8,450
SSC80026,3,21,5,18,3,3,55,0,45,0,0,0,0,48,0,66,0,5,0,0,74,5,20,5,4,0,0,33,6,14,12,0,3,0,31,10,23,21,0,10,0,62,56,10,25,0,6,0,98,484,9,97,0,4,0,599,295,0,102,0,4,0,404,96,0,28,0,3,0,124,20,0,15,0,0,0,30,7,0,14,0,0,0,19,3,0,3,0,0,0,6,5,0,4,0,0,0,16,6,15,9,0,3,0,33,1006,228,338,31,37,12,1646
SSC80027,0,0,9,0,3,10,19,0,0,0,0,0,0,0,3,3,0,8,0,0,14,8,0,14,0,3,0,31,0,4,3,0,0,0,7,32,4,3,5,19,0,60,275,4,62,0,55,0,392,322,3,91,0,19,3,440,178,0,64,0,5,0,254,68,0,19,0,3,0,85,11,0,5,0,0,0,18,9,0,7,0,3,0,16,3,0,0,0,0,0,3,4,0,0,0,0,0,6,11,3,7,5,3,0,27,925,18,293,18,114,18,1382
SSC80028,0,0,11,0,0,0,9,0,8,0,0,0,0,8,3,23,0,0,0,0,23,3,6,6,0,0,0,19,0,6,3,0,0,0,9,0,3,3,0,0,0,6,13,6,18,0,4,0,38,103,3,57,0,3,0,165,50,0,23,0,0,0,70,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,7,192,55,126,3,6,3,379
SSC80029,0,0,0,0,3,4,7,0,0,0,3,0,0,3,0,4,0,0,5,0,9,4,8,5,0,0,0,16,0,3,0,0,4,0,8,30,12,12,0,64,0,115,52,3,14,0,49,0,114,41,0,3,0,4,0,52,27,0,12,0,5,0,44,26,0,10,0,3,0,38,24,0,5,0,0,0,32,13,0,3,0,0,0,16,10,0,0,0,0,0,11,7,0,0,0,0,0,14,3,0,0,0,3,0,12,246,23,62,6,144,6,494
SSC80030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,3,5,0,9,0,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,15,0,14,0,37
SSC80031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC80032,0,0,3,0,0,0,4,0,4,0,0,0,0,4,0,8,0,0,0,0,13,0,6,0,0,0,0,7,0,3,3,0,0,0,7,0,0,5,0,26,0,26,17,0,9,0,15,0,39,145,0,46,0,8,0,197,110,0,22,0,6,0,139,46,0,13,0,0,0,56,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,328,24,100,3,54,3,512
SSC80033,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,16,0,0,0,0,12,0,8,0,0,0,0,8,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,0,0,0,16,20,0,8,0,0,0,22,10,0,0,0,0,0,9,4,0,4,0,0,0,10,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,29,21,0,0,3,106
SSC80034,0,6,5,3,0,0,11,0,16,0,0,0,0,16,0,54,3,0,0,0,59,0,28,4,0,0,0,37,0,8,6,0,0,0,13,0,12,4,0,0,0,16,21,11,10,0,0,0,35,60,16,36,0,3,0,119,7,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,0,0,0,18,92,168,86,3,9,0,352
SSC80035,0,3,0,0,0,0,5,0,3,0,0,0,0,3,0,15,0,0,0,0,18,3,6,3,0,0,0,11,3,7,5,0,0,0,16,7,0,7,0,0,0,13,55,9,12,0,5,0,81,56,0,24,0,5,0,91,35,0,23,0,5,0,58,18,0,5,0,0,0,21,7,0,0,0,0,0,7,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,13,190,54,83,3,17,4,350
SSC80036,0,13,6,3,0,3,18,0,17,0,0,0,0,17,0,43,0,0,0,0,42,0,26,3,0,0,0,26,3,9,0,0,0,0,13,0,8,7,0,0,0,16,4,12,11,0,3,0,24,54,14,46,0,7,0,111,33,3,28,0,3,0,61,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,9,98,145,100,3,7,3,357
SSC80037,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,3,0,0,0,3,0,0,0,0,0,0,7,4,0,3,0,0,0,11,11,0,4,0,0,0,17,186,0,32,0,0,0,217,153,0,47,0,4,0,205,125,0,40,0,4,0,162,32,0,6,0,0,0,37,12,0,5,0,0,0,19,14,0,0,0,0,0,18,15,0,3,0,0,0,18,19,0,4,0,0,0,25,582,0,155,4,8,0,760
