SSC_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
SSC80085,0,19,13,0,0,3,37,0,39,0,0,0,0,39,0,71,5,0,0,4,82,5,19,5,6,0,0,34,0,13,7,0,4,0,24,30,14,8,0,13,0,67,127,14,36,0,14,0,188,289,7,88,3,6,0,395,108,0,40,0,6,0,151,56,0,23,0,0,0,80,14,0,8,0,0,0,22,3,0,3,0,0,0,7,3,0,0,0,0,0,3,4,0,0,0,0,0,4,11,19,6,4,0,0,33,651,213,232,16,46,10,1167
SSC80086,0,18,3,0,0,5,27,0,23,0,0,0,0,25,0,34,3,3,0,0,38,0,24,4,3,0,0,33,13,4,3,0,6,0,25,33,7,7,0,4,0,57,98,4,23,0,3,0,131,78,5,22,0,3,0,113,53,3,12,0,3,0,74,25,0,4,0,0,0,25,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,0,4,0,18,313,135,87,11,29,7,583
SSC80087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,5,0,0,0,13,10,0,3,0,0,0,16,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,5,16,0,3,0,44
SSC80088,0,0,8,0,0,3,8,0,3,0,0,0,0,3,0,16,0,0,0,0,19,0,23,3,0,0,0,28,3,6,0,0,0,0,14,3,11,5,0,3,0,18,13,3,16,0,3,0,36,193,8,65,3,3,0,271,45,5,25,0,0,0,78,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,0,0,0,15,278,78,135,3,8,4,511
SSC80089,0,10,3,0,0,3,20,0,16,0,0,0,0,17,0,35,4,0,0,0,43,0,25,0,0,0,0,28,3,7,3,0,0,0,16,13,4,4,0,0,0,23,45,4,21,0,0,0,75,77,7,25,0,0,0,112,58,0,21,0,0,0,84,4,0,7,0,0,0,12,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,12,216,114,104,3,6,3,452
SSC80090,0,5,10,0,0,0,18,0,18,0,0,0,0,19,0,20,0,0,0,0,23,3,8,10,0,0,0,22,11,6,8,0,0,0,21,33,3,8,0,0,0,50,91,8,18,0,0,0,118,63,3,26,0,3,3,94,60,3,24,0,0,0,88,17,0,3,0,0,0,28,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,4,4,7,0,0,0,14,291,95,110,3,10,3,514
SSC80091,0,4,3,0,0,3,12,0,7,0,0,0,0,7,0,27,0,0,0,0,29,0,3,3,0,0,0,10,0,4,0,0,0,0,4,3,3,0,0,0,0,7,0,9,0,0,0,0,15,26,8,10,0,3,0,48,24,0,8,0,0,0,36,7,0,3,0,0,0,12,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,12,66,76,42,3,5,3,197
SSC80092,0,5,11,0,0,5,15,0,11,0,0,0,0,11,0,30,0,0,0,0,30,0,10,0,0,0,0,16,0,7,0,0,0,0,10,0,3,0,0,0,0,11,14,9,4,0,0,0,27,35,4,19,0,4,0,70,25,0,7,0,0,0,37,11,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,90,87,53,0,5,5,249
SSC80093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC80094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC80095,0,0,9,0,0,3,10,0,10,0,0,0,0,9,0,18,0,0,3,0,18,0,3,3,0,0,0,14,0,3,3,0,0,0,12,3,0,9,0,5,0,14,0,4,17,0,0,0,22,101,3,52,0,4,0,158,66,0,14,0,3,0,86,9,0,3,0,3,0,17,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,13,191,42,109,9,21,5,372
SSC80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC80097,0,35,10,0,0,7,49,0,38,0,4,0,0,43,0,76,3,8,0,0,82,0,48,3,23,3,0,76,0,11,3,7,0,0,20,10,16,11,8,0,0,44,32,13,21,5,3,0,74,148,9,56,0,11,3,227,86,8,51,0,0,0,151,37,0,20,0,0,0,59,21,0,3,0,0,0,27,16,0,3,0,0,0,19,8,0,3,0,0,0,10,13,0,3,0,0,0,15,7,18,3,4,7,0,39,375,276,194,54,20,11,920
SSC80098,4,6,14,0,0,0,32,0,20,0,0,0,0,25,0,38,5,0,0,0,50,4,19,5,0,0,0,34,3,17,10,0,3,0,33,0,8,9,0,12,0,35,60,10,34,0,9,0,117,406,15,149,0,7,0,582,74,3,41,0,3,0,119,16,0,9,0,0,0,20,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,12,4,0,3,3,27,579,154,287,3,39,4,1076
SSC80099,0,4,3,0,0,7,13,0,5,0,0,0,0,5,3,12,0,0,0,0,17,0,3,7,0,0,0,10,0,0,0,0,0,0,3,4,4,0,0,21,0,29,11,8,5,0,22,0,48,35,7,21,0,6,0,68,80,0,22,0,3,0,103,26,0,11,0,0,0,41,15,0,3,0,0,0,19,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,0,0,0,9,179,46,70,3,62,7,360
SSC80100,0,18,11,0,0,13,39,0,37,0,0,0,0,43,3,74,8,0,0,0,85,7,33,7,0,0,0,50,0,12,9,0,0,0,21,8,14,8,4,3,0,41,35,14,32,3,0,0,81,102,10,48,3,3,0,166,125,3,45,0,9,0,182,43,0,19,0,0,0,61,31,0,15,0,0,0,43,10,0,4,0,0,0,20,3,0,3,0,0,0,5,7,0,3,0,0,0,7,3,11,3,0,0,0,18,368,223,217,17,18,13,859
SSC80101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,4,0,0,0,15,0,0,0,0,3,0,3,16,0,13,0,3,0,34
SSC80102,0,4,0,0,0,0,4,0,6,0,0,0,0,6,0,10,0,5,0,0,19,0,3,4,3,0,0,15,0,3,4,0,0,0,12,4,0,0,0,0,0,4,0,0,3,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,31,15,15,0,0,68
SSC80103,0,3,0,0,0,0,4,0,10,0,0,0,0,7,0,12,0,0,0,0,19,0,11,0,0,0,0,7,0,7,0,0,0,0,13,0,10,0,0,0,0,11,7,7,8,0,0,0,18,22,9,11,0,0,0,40,15,0,3,0,0,0,20,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,70,25,3,3,0,156
SSC80104,0,9,7,0,0,0,15,0,10,3,0,0,0,8,4,20,0,5,0,3,28,0,9,3,3,0,0,18,3,4,5,0,0,0,12,3,8,4,0,0,0,22,28,3,23,0,3,0,51,100,5,54,0,5,0,167,38,0,19,0,0,0,57,5,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,5,0,3,19,187,66,125,16,10,3,412
SSC80105,0,9,4,0,0,0,19,0,13,0,0,0,0,13,4,32,3,0,0,0,41,0,13,3,0,0,0,19,0,7,0,0,0,0,12,0,8,3,0,3,0,15,24,5,9,0,9,0,54,206,11,61,0,14,0,289,54,0,28,0,0,0,91,15,0,5,0,0,0,23,3,0,0,0,0,0,8,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,6,0,13,326,100,135,0,28,4,595
SSC80106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC80107,0,4,3,0,0,7,10,0,8,0,20,0,0,30,0,21,0,8,0,0,31,0,7,0,3,0,0,8,0,3,0,0,0,0,3,3,0,3,0,0,0,9,19,0,5,0,0,0,29,43,3,16,0,0,0,63,34,0,13,0,0,0,53,12,0,3,0,0,0,17,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,125,51,54,27,4,9,275
SSC80108,4,5,0,0,0,0,18,0,21,0,0,0,0,23,0,18,0,0,0,0,21,4,8,0,0,0,0,19,0,3,6,0,0,0,13,9,0,3,0,0,0,9,163,3,52,0,5,0,222,291,0,83,0,5,0,384,67,0,25,0,0,0,88,12,0,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,5,0,0,0,27,560,70,188,4,14,3,837
SSC80109,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,3,16
SSC80110,0,9,9,0,6,3,25,0,16,0,0,0,0,17,0,30,0,0,0,0,30,0,7,3,0,0,0,9,0,4,0,0,0,0,6,11,4,4,0,0,0,21,27,3,8,0,0,0,37,21,3,19,0,3,0,40,20,3,8,0,3,0,34,16,0,5,0,0,0,28,15,0,9,0,0,0,24,13,0,0,0,0,0,18,6,0,4,0,0,0,10,11,0,4,0,0,0,14,3,3,3,4,0,0,11,142,83,74,10,11,3,317
SSC80111,0,34,3,0,0,4,45,0,48,0,0,0,0,46,0,51,0,9,5,0,59,0,15,3,6,0,0,21,0,10,0,0,0,0,12,0,3,0,0,0,0,11,18,4,11,0,0,0,35,60,9,25,0,7,0,103,26,0,20,0,3,0,52,13,0,0,0,0,0,14,6,0,8,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,0,4,4,5,0,0,0,0,9,143,174,68,20,13,11,425
SSC80112,0,3,3,0,0,0,7,0,15,0,0,0,0,15,0,40,0,0,0,0,42,0,21,3,0,0,0,27,0,15,0,0,0,0,15,0,6,5,0,0,0,10,9,14,9,0,0,0,25,45,22,13,0,0,0,87,10,0,18,0,3,0,33,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,74,141,59,7,8,0,276
SSC80113,0,5,0,0,0,3,14,0,21,0,0,0,0,21,0,49,3,0,0,0,54,0,14,3,3,0,0,21,0,12,3,0,0,0,9,0,18,3,0,0,0,22,7,13,3,0,0,0,22,39,16,24,0,0,0,87,36,3,18,0,0,0,54,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,13,93,153,71,4,4,4,326
SSC80114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC80115,0,8,7,0,0,3,20,0,20,0,0,0,0,20,0,31,0,0,0,0,35,0,12,6,4,0,0,21,3,5,4,0,0,0,13,18,0,11,0,0,0,36,36,10,14,0,0,0,55,82,6,40,0,3,3,133,15,0,15,0,0,0,33,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,7,161,105,100,5,3,3,376
SSC80116,0,5,0,0,0,0,12,0,7,0,0,0,0,11,0,27,0,0,0,0,27,0,14,0,0,0,0,17,0,4,0,0,0,0,4,0,9,3,0,0,0,12,0,3,3,0,0,0,4,32,11,17,0,0,0,55,15,0,15,0,0,0,31,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,57,88,39,0,4,0,200
SSC80117,0,5,0,0,0,3,5,0,7,0,0,0,0,7,0,14,0,0,0,0,20,0,9,0,0,0,0,9,3,6,0,0,0,0,12,0,6,0,0,26,0,26,0,0,0,0,3,0,7,18,5,14,0,0,0,36,21,0,6,0,0,0,28,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,52,52,28,3,26,3,169
SSC80118,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,4,0,7,0,0,0,0,17,0,22,0,10,0,0,18,0,23,0,0,0,0,7,0,5,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,0,70,0,89
SSC80119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
SSC80120,0,8,0,0,0,3,13,0,3,0,0,0,0,3,0,21,3,0,0,0,24,0,16,3,0,0,0,20,0,5,0,0,0,0,5,0,6,3,0,0,0,16,11,9,8,0,0,0,26,65,8,33,0,0,0,110,9,0,11,0,0,0,30,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,16,94,84,64,0,3,3,253
SSC80121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC80122,0,3,4,0,0,4,14,0,14,0,0,0,0,14,0,6,0,0,0,0,9,3,13,0,3,0,0,16,0,6,0,0,0,0,4,3,3,0,0,0,0,5,11,4,3,0,0,0,17,42,0,20,0,0,0,73,28,0,11,0,0,0,32,4,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,89,53,47,3,3,8,198
SSC80123,3,15,11,0,0,6,36,0,30,0,0,0,0,30,3,68,3,0,0,0,67,6,16,5,0,0,0,21,0,27,6,0,0,0,37,5,41,8,0,3,0,64,21,3,21,0,3,0,54,277,12,77,3,4,0,372,200,7,59,0,8,0,266,66,0,23,0,0,0,96,31,0,11,0,0,0,45,12,0,10,0,0,0,17,0,0,0,0,0,0,4,5,0,0,0,0,0,5,8,7,4,0,0,0,27,632,227,245,3,28,9,1142
SSC80124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,13
SSC80125,0,19,5,0,0,8,35,0,33,0,0,0,0,33,0,76,5,0,0,0,79,0,35,0,0,0,0,39,0,12,3,4,0,0,13,4,7,7,0,0,0,18,22,12,6,3,0,0,46,83,21,49,0,4,0,157,66,3,31,0,0,0,99,12,0,4,0,0,0,20,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,11,0,0,0,33,199,244,123,11,11,4,590
SSC80126,0,4,0,0,0,3,8,0,25,0,0,0,0,25,0,44,0,0,0,0,44,3,21,0,0,0,0,24,0,0,3,0,0,0,9,3,5,0,3,0,0,17,15,8,8,0,0,0,31,50,3,21,0,0,0,78,25,0,9,3,0,0,41,13,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,17,118,126,53,3,3,5,307
SSC80127,0,12,9,0,0,4,24,0,31,0,0,0,0,32,3,48,0,0,0,0,57,3,22,5,0,0,0,40,5,7,7,0,0,0,10,24,8,14,0,3,0,51,92,4,35,0,21,0,157,242,7,80,3,19,0,338,100,0,44,0,3,0,151,25,0,3,0,0,0,21,10,0,5,0,0,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,6,3,6,3,0,3,3,16,507,148,213,7,52,8,928
SSC80128,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4,0,0,0,5,0,0,3,0,0,0,4,11,0,11,0,0,0,17,20,0,8,0,0,0,23,22,0,10,0,0,0,33,13,0,5,0,0,0,19,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,0,50,0,5,0,127
SSC80129,0,7,10,0,0,3,23,0,14,0,0,0,0,14,0,20,0,0,0,0,16,0,11,0,0,0,0,10,0,3,3,0,0,0,7,6,7,7,0,0,0,15,13,14,9,0,14,0,46,61,3,16,0,7,0,93,36,3,13,0,0,0,55,13,0,7,0,0,0,15,8,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,9,136,77,65,0,30,6,319
SSC80130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,4,44,0,12,0,5,0,58,57,0,18,0,3,0,73,45,0,3,0,0,0,52,12,0,3,0,0,0,14,3,0,3,0,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,175,0,42,0,7,3,230
SSC80131,0,3,7,0,3,3,20,0,11,0,0,0,0,8,0,23,0,0,0,0,24,0,9,0,3,0,0,15,0,7,0,0,0,0,3,3,8,6,0,0,0,16,11,3,3,0,0,0,13,14,5,4,0,0,0,27,25,5,15,0,3,0,42,30,0,13,0,0,0,45,11,0,6,0,0,0,18,15,0,0,0,0,0,13,7,0,0,0,0,0,11,10,0,9,0,3,0,15,3,6,0,0,0,0,11,135,66,69,6,6,3,287
SSC89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
